 Periods ,solar_roof,temp,heat_1,elec_1,heat_2,elec_2,heat_3,elec_3
4633,0,19.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4634,0,18.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4635,0,15.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4636,0,15.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4637,0.004796257,16.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4638,0.040788085,18.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4639,0.092240422,20.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4640,0.232482943,21.2,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4641,0.404965902,21.8,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4642,0.454915033,22.7,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4643,0.494757621,23.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4644,0.494285892,24.7,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4645,0.460204043,25.4,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4646,0.356054634,26.3,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4647,0.251533052,27,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4648,0.218000198,25.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4649,0.115783497,25.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4650,0.052266591,25,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4651,0.016883156,24.4,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4652,0.005331487,22.4,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4653,0.000358031,22.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4654,0,22.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4655,0,20.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4656,0,19.9,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4657,0,20.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4658,0,19.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4659,0,18.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4660,0,17.7,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4661,0.000511738,18.3,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4662,0.009094537,20.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4663,0.0417682,21.7,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4664,0.117164735,23.1,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4665,0.281694863,24,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4666,0.426117812,24.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4667,0.404371764,26,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4668,0.308622364,27,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4669,0.148855006,28,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4670,0.229619199,27.9,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4671,0.21057598,27.4,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4672,0.173091564,26.4,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4673,0.151602091,26.3,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4674,0.105346141,25,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4675,0.028927108,23.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4676,0.005384286,19.7,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4677,0.000306789,19.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4678,0,18.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4679,0,18.2,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4680,0,17.7,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4681,0,17.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4682,0,17.1,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4683,0,17.3,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4684,0,17.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4685,0.001233039,17.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4686,0.01327156,19,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4687,0.034860256,19.8,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4688,0.059510035,19.9,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4689,0.08082943,21.3,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4690,0.100888088,22.4,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4691,0.117012286,23.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4692,0.135982508,24.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4693,0.148334671,26.2,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4694,0.136962427,27.7,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4695,0.127500361,26.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4696,0.108077004,25.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4697,0.085093661,25.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4698,0.063002308,20.8,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4699,0.03470771,17.9,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4700,0.01038159,17.3,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4701,0.000666448,16.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4702,0,16.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4703,0,15.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4704,0,15.5,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4705,0,15.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4706,0,15.1,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4707,0,14.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4708,0,14.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4709,0.000511814,15,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4710,0.010802628,17.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4711,0.048505048,18.9,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4712,0.085561866,20,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4713,0.111066193,21.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4714,0.257534763,22,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4715,0.260056909,22.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4716,0.416843382,24.2,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4717,0.453342756,26.3,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4718,0.51006017,25.8,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4719,0.349127397,26.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4720,0.285101819,27.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4721,0.183649731,26.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4722,0.137034021,25.9,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4723,0.075957061,24.2,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4724,0.025356735,23.2,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4725,0.001681725,23.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4726,0,23.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4727,0,22.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4728,0,22,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4729,0,21.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4730,0,20,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4731,0,19.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4732,0,19.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4733,0.001337312,18.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4734,0.013582934,19.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4735,0.037730027,21.3,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4736,0.080719611,22.2,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4737,0.138925792,24.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4738,0.26578632,25.2,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4739,0.175099015,23,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4740,0.170082622,22.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4741,0.240029387,24.8,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4742,0.248511185,27.4,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4743,0.276370301,25.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4744,0.279654666,25.2,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4745,0.229278918,26.1,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4746,0.128721107,26.8,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4747,0.080539658,24.6,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4748,0.027592655,22.3,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4749,0.002011688,21.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4750,0,19.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4751,0,20.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4752,0,20.6,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4753,0,19.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4754,0,18.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4755,0,17.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4756,0,17.1,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4757,0.001649613,16.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4758,0.018723026,19.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4759,0.053834346,22.3,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4760,0.097243508,22.7,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4761,0.123198179,22.8,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4762,0.144587784,23.7,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4763,0.170708616,24.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4764,0.156642094,25.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4765,0.152327306,27.1,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4766,0.163396626,27.9,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4767,0.133511492,28.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4768,0.111630938,28.7,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4769,0.112811292,28.5,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4770,0.086396138,28,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4771,0.040206118,25.1,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4772,0.013124647,24.7,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4773,0,24.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4774,0,24.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4775,0,21.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4776,0,20.8,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4777,0,20.3,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4778,0,20.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4779,0,20,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4780,0,19.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4781,0.002877547,18.3,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4782,0.02940263,21.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4783,0.085840035,23.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4784,0.225357687,23.9,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4785,0.375741991,25.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4786,0.513323848,25,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4787,0.624480683,25.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4788,0.692929481,26.6,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4789,0.713369641,27.4,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4790,0.684062616,28.2,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4791,0.608939022,29,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4792,0.49007286,29.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4793,0.338749875,29.2,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4794,0.20010102,26.8,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4795,0.089202624,26.3,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4796,0.030155952,24.9,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4797,0,23.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4798,0,22.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4799,0,21.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4800,0,20.5,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4801,0,20.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4802,0,19.7,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4803,0,18.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4804,0,18.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4805,0.003352132,18.7,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4806,0.025232448,21,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4807,0.070683469,22.8,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4808,0.276591667,23.8,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4809,0.512517142,24.9,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4810,0.724387634,25.7,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4811,0.887885398,26.2,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4812,0.989491522,27.1,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4813,1.017186271,24,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4814,0.978403412,25.4,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4815,0.868130355,25.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4816,0.702200978,20,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4817,0.488065284,19.9,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4818,0.253880039,18.1,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4819,0.062383515,16.3,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4820,0.022177698,16.6,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4821,0,17,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4822,0,17,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4823,0,16.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4824,0,16.7,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4825,0,16.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4826,0,17,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4827,0,16.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4828,0,16.2,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4829,0.002651464,16.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4830,0.026549443,16.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4831,0.080344399,17.5,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4832,0.257183319,18.1,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4833,0.462655518,18.4,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4834,0.658956737,20.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4835,0.810436331,20.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4836,0.901091659,21,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4837,0.939681487,21.3,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4838,0.922928497,22.2,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4839,0.826214387,21.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4840,0.665290306,20.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4841,0.465002763,21.4,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4842,0.246797738,21.8,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4843,0.062565698,20.6,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4844,0.023527309,19.3,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4845,0,18.3,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4846,0,18.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4847,0,18.9,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4848,0,18.6,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4849,0,18.4,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4850,0,17.1,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4851,0,15.9,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4852,0,15.7,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4853,0.000512179,16.5,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4854,0.010494438,17,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4855,0.04027562,19.9,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4856,0.067321606,20.8,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4857,0.123225356,21.6,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4858,0.133378928,22.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4859,0.180639613,23,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4860,0.298691122,24,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4861,0.314343765,24.9,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4862,0.310840181,25.2,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4863,0.46185757,25.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4864,0.397203551,26,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4865,0.202459967,25.3,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4866,0.13961508,24,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4867,0.079357639,22.9,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4868,0.024671168,21.9,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
4869,0,21.7,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4870,0,21.6,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4871,0,21.1,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4872,0,20.6,0.00E+00,1.81E+02,0.00E+00,3.60E+01,0.00E+00,4.50E+00
4873,0,20.6,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4874,0,20.3,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4875,0,19.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4876,0,19.8,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4877,0,19,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4878,0.030954669,19.7,0.00E+00,1.20E+02,0.00E+00,2.40E+01,0.00E+00,3.00E+00
4879,0.093128409,21.7,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4880,0.281277602,23,0.00E+00,1.08E+03,0.00E+00,2.16E+02,0.00E+00,2.70E+01
4881,0.521161657,24,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4882,0.738422413,24.8,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4883,0.906957407,25.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4884,1.011411096,26.1,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4885,1.043994443,26.6,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4886,1.003835776,27.1,0.00E+00,5.41E+02,0.00E+00,1.08E+02,0.00E+00,1.35E+01
4887,0.893200611,27.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4888,0.720781056,27.5,0.00E+00,4.21E+02,0.00E+00,8.39E+01,0.00E+00,1.05E+01
4889,0.501006526,27.1,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4890,0.260524341,26.3,0.00E+00,1.20E+03,0.00E+00,2.40E+02,0.00E+00,3.00E+01
4891,0.062287594,24.8,0.00E+00,8.42E+02,0.00E+00,1.68E+02,0.00E+00,2.10E+01
4892,0.020790075,23.7,0.00E+00,7.21E+02,0.00E+00,1.44E+02,0.00E+00,1.80E+01
